Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-125,B-30,jewellery,necklaces chains,necklaces,4.9,1/12/2018,796.0
P-3656,B-3078,watches,wrist watches,fastrack wrist watches,2.0,7/1/2013,643.0
P-10185,B-3078,clothing,men s clothing,t shirts,1.3,7/1/2019,594.0
P-5316,B-1417,jewellery,necklaces chains,necklaces,2.1,1/12/2017,321.0
P-2982,B-3078,beauty and personal care,body and skin care,hand care,2.0,1/12/2015,261.0
P-8160,B-2149,home decor festive needs,showpieces,parv collections showpieces,3.8,4/1/2020,730.0
P-2215,B-3078,footwear,women s footwear,heels,2.0,31/12/2015,789.0
P-983,B-133,automotive,accessories spare parts,car interior exterior,2.8,1/12/2017,1377.0
P-1722,B-359,jewellery,bangles bracelets armlets,bracelets,1.1,3/3/2020,397.0
P-6389,B-2679,clothing,men s clothing,shirts,2.0,6/12/2018,459.0
P-10370,B-2741,automotive,accessories spare parts,spares performance parts,4.1,12/3/2016,591.0
P-5089,B-1347,computers,computer components,processors,4.7,28/2/2015,4498.0
P-8100,B-2140,clothing,women s clothing,western wear,1.5,11/3/2019,497.0
P-11126,B-2946,beauty and personal care,hair care,conditioners,1.0,11/3/2015,2289.0
P-7999,B-2372,clothing,women s clothing,western wear,1.6,30/12/2013,366.0
P-10182,B-2700,tools hardware,tools,gardening tools,2.6,5/4/2016,359.0
P-10979,B-3078,clothing,women s clothing,western wear,2.3,6/1/2016,392.0
P-3106,B-799,e hiose girl s leggings pack of 6,unknown,unknown,4.1,28/4/2013,769.0
P-1025,B-3078,clothing,women s clothing,western wear,4.6,30/12/2016,371.0
P-7388,B-1986,footwear,women s footwear,sports sandals,2.6,11/3/2018,989.0
P-7783,B-2068,footwear,women s footwear,ballerinas,4.5,23/4/2019,1389.0
P-8665,B-2256,home furnishing,bath linen,towels,3.2,20/12/2014,272.0
P-4853,B-3078,clothing,women s clothing,western wear,4.1,30/12/2018,486.0
P-2721,B-3231,clothing,women s clothing,lingerie sleep swimwear,2.2,7/1/2019,235.0
P-10321,B-2729,jewellery,earrings,unknown,4.8,12/12/2017,392.0
P-9236,B-3078,footwear,women s footwear,wedges,3.8,7/1/2015,324.0
P-11349,B-3013,mobiles accessories,mobile accessories,screen protectors,2.7,12/3/2013,395.0
P-954,B-133,automotive,accessories spare parts,car interior exterior,4.7,1/12/2015,1372.0
P-5069,B-3078,clothing,women s clothing,western wear,4.4,1/12/2015,717.0
P-10362,B-2741,automotive,accessories spare parts,car bike lighting,1.6,5/4/2016,485.0
P-8075,B-2134,kitchen dining,cookware,pots pans,2.5,1/6/2013,459.0
P-10451,B-2741,automotive,accessories spare parts,spares performance parts,3.3,3/3/2020,310.0
P-9327,B-2415,mobiles accessories,tablet accessories,cases covers,4.0,1/1/2014,1747.0
P-8955,B-2307,jewellery,rings,unknown,4.6,1/1/2020,27814.0
P-3117,B-3078,bags wallets belts,bags,hand bags,3.6,12/12/2015,790.0
P-4621,B-1222,automotive,accessories spare parts,car bike lighting,1.7,12/4/2017,498.0
P-1643,B-2373,clothing,women s clothing,western wear,3.9,30/12/2016,303.0
P-8050,B-3078,clothing,women s clothing,western wear,5.0,6/1/2013,592.0
P-11613,B-378,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/2019,92.0
P-12564,B-3352,computers,network components,routers,4.4,1/12/2012,5250.0
P-8836,B-2283,home decor festive needs,showpieces,purpledip showpieces,4.5,1/12/2014,636.0
P-10606,B-3078,clothing,women s clothing,fusion wear,3.3,30/12/2017,542.0
P-161,B-41,jewellery,necklaces chains,necklaces,3.1,1/12/2018,996.0
P-8612,B-3078,kitchen dining,coffee mugs,printland coffee mugs,1.1,1/12/2018,294.0
P-6950,B-3078,clothing,women s clothing,western wear,2.0,30/12/2014,439.0
P-9072,B-2325,bags wallets belts,bags,hand bags,1.6,12/6/2015,495.0
P-11620,B-3118,home furnishing,bed linen,blankets quilts dohars,2.0,1/1/2014,799.0
P-7755,B-3078,clothing,men s clothing,t shirts,4.1,13/12/2018,348.0
P-8850,B-2330,clothing,women s clothing,lingerie sleep swimwear,1.2,7/1/2015,143.0
P-857,B-133,automotive,accessories spare parts,car interior exterior,1.7,1/12/2015,911.0
P-2755,B-3078,beauty and personal care,fragrances,deodorants,3.2,1/12/2012,332.0
P-6223,B-1638,home decor festive needs,showpieces,ethnic,3.2,1/12/2017,745.0
P-9144,B-2344,home furnishing,bed linen,blankets quilts dohars,2.5,12/12/2012,4394.0
P-2890,B-744,jewellery,accessories,brooches,1.2,28/2/2015,780.0
P-9089,B-2327,home furnishing,bed linen,blankets quilts dohars,4.5,1/1/2013,745.0
P-6573,B-1729,toys school supplies,toy guns weapons,lotus toy guns weapons,3.9,9/6/2017,276.0
P-10442,B-2741,automotive,accessories spare parts,car interior exterior,4.9,21/4/2016,353.0
P-89,B-16,clothing,women s clothing,western wear,3.4,11/3/2016,599.0
P-11024,B-2925,baby care,baby bath skin,baby bath towels,1.2,31/12/2017,644.0
P-7224,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.5,7/1/2020,489.0
P-9132,B-2344,home furnishing,bed linen,blankets quilts dohars,4.3,12/12/2013,4999.0
P-8367,B-2198,pens stationery,pens,ball pens,2.8,12/12/2018,111.0
P-850,B-133,automotive,accessories spare parts,car interior exterior,2.7,1/12/2014,916.0
P-950,B-133,automotive,accessories spare parts,car interior exterior,4.3,1/12/2012,1370.0
P-7870,B-2096,computers,network components,cables,3.9,14/6/2020,326.0
P-7872,B-2097,beauty and personal care,eye care,contact lenses,3.1,26/3/2015,995.0
P-3545,B-913,clothing,kids clothing,girls wear,2.5,28/4/2018,672.0
P-9397,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.4,1/12/2015,198.0
P-47,B-1,automotive,accessories spare parts,car interior exterior,2.8,1/12/2016,1746.0
P-9102,B-2331,tools hardware,tools,hardware electricals,1.3,5/4/2018,1392.0
P-9376,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.1,1/12/2017,349.0
P-1043,B-142,clothing,women s clothing,western wear,4.9,17/6/2018,395.0
P-867,B-133,automotive,accessories spare parts,car interior exterior,1.9,1/12/2016,912.0
P-11324,B-2998,computers,network components,routers,4.3,1/12/2017,4989.0
P-4269,B-1110,footwear,women s footwear,ballerinas,4.8,5/3/2016,326.0
P-9445,B-2435,automotive,car bike accessories,helmets riding gear,1.4,23/6/2014,1187.0
P-3938,B-1018,baby care,infant wear,baby boys clothes,1.7,2/4/2014,791.0
P-4798,B-1266,clothing,men s clothing,winter seasonal wear,4.8,20/5/2015,1813.0
P-1837,B-405,jewellery,rings,unknown,5.0,6/1/2014,32255.0
P-8123,B-3078,clothing,women s clothing,ethnic wear,1.5,1/12/2016,625.0
P-2362,B-563,jewellery,precious jewellery,classyworld brass cufflink silver 01,2.4,10/5/2020,327.0
P-186,B-3078,footwear,women s footwear,wedges,2.0,7/1/2018,639.0
P-2538,B-629,home decor festive needs,showpieces,ethnic,2.4,1/12/2018,304.0
P-5692,B-1517,jewellery,rings,unknown,1.6,1/1/2019,27183.0
P-11897,B-3197,jewellery,necklaces chains,necklaces,2.2,1/12/2018,380.0
P-4607,B-1222,automotive,car bike accessories,car interior exterior,2.2,9/6/2015,996.0
P-7984,B-3078,clothing,men s clothing,t shirts,1.4,13/12/2019,448.0
P-3170,B-817,home furnishing,bed linen,blankets quilts dohars,4.9,1/1/2018,1099.0
P-10475,B-2741,automotive,accessories spare parts,car interior exterior,1.7,14/12/2016,870.0
P-11254,B-2977,computers,network components,routers,2.2,1/12/2018,1710.0
P-10683,B-3078,clothing,women s clothing,western wear,4.7,7/1/2016,1299.0
P-910,B-133,automotive,accessories spare parts,car interior exterior,4.0,1/12/2014,919.0
P-1085,B-162,home furnishing,cushions pillows covers,cushion covers,1.6,20/12/2015,291.0
P-12048,B-3215,baby care,baby kids gifts,stickers,4.0,1/12/2018,573.0
P-10520,B-2752,jewellery,jewellery sets,unknown,1.1,4/1/2015,994.0
P-9427,B-3078,watches,wrist watches,rorlig wrist watches,1.4,4/12/2013,395.0
P-1317,B-219,home furnishing,curtains accessories,curtains,2.4,3/3/2018,593.0
P-7798,B-3078,clothing,men s clothing,t shirts,4.1,13/12/2017,693.0
P-3729,B-953,clothing,women s clothing,western wear,2.6,12/5/2014,299.0
P-3754,B-3078,clothing,men s clothing,cargos shorts 3 4ths,4.4,7/1/2019,969.0
P-3219,B-835,home decor festive needs,table decor handicrafts,showpiece,2.8,24/4/2015,3492.0
P-8721,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,2.3,1/12/2013,168.0
P-10807,B-2863,jewellery,bangles bracelets armlets,bracelets,1.7,12/6/2020,391.0
P-5849,B-1526,footwear,women s footwear,heels,3.5,24/4/2015,1742.0
P-7729,B-2056,beauty and personal care,makeup,face,3.9,11/4/2017,2761.0
P-8376,B-3078,footwear,women s footwear,casual shoes,2.8,1/12/2013,1895.0
P-5180,B-3078,watches,wrist watches,jack klein wrist watches,5.0,4/12/2019,258.0
P-5807,B-2679,clothing,men s clothing,shirts,2.9,6/12/2019,1593.0
P-32,B-1,automotive,accessories spare parts,car interior exterior,2.6,1/12/2018,1889.0
P-11423,B-3041,jewellery,necklaces chains,necklaces,1.4,1/12/2018,241.0
P-9518,B-2462,beauty and personal care,combos and kits,rythmx combos and kits,2.9,2/6/2013,393.0
P-8167,B-3078,clothing,women s clothing,ethnic wear,3.6,29/12/2016,246.0
P-2337,B-555,pens stationery,office supplies,clairefontaine office supplies,3.5,31/12/2012,993.0
P-6451,B-1682,clothing,women s clothing,lingerie sleep swimwear,4.9,18/3/2016,324.0
P-9510,B-3078,pens stationery,school supplies,geometry pen pencil boxes,2.7,1/12/2016,191.0
P-3162,B-815,jewellery,earrings,unknown,2.4,12/12/2016,592.0
P-150,B-41,jewellery,necklaces chains,necklaces,1.5,1/12/2015,690.0
P-2214,B-3078,footwear,women s footwear,flats,3.0,12/12/2018,1692.0
P-2918,B-748,toys school supplies,action figures,disney action figures,1.9,28/3/2018,299.0
P-7634,B-3078,clothing,men s clothing,t shirts,1.2,13/12/2016,1189.0
P-4626,B-1225,bags wallets belts,bags,hand bags,4.7,2/3/2016,798.0
P-10335,B-2733,home furnishing,bed linen,blankets quilts dohars,3.3,1/1/2013,830.0
P-5936,B-1564,automotive,car bike accessories,car interior exterior,4.3,17/6/2016,1847.0
P-3052,B-3078,clothing,women s clothing,western wear,3.0,1/1/2015,398.0
P-10891,B-2888,computers,laptop accessories,usb gadgets,3.5,29/12/2017,442.0
P-5297,B-1414,jewellery,bangles bracelets armlets,bangles,3.8,31/12/2014,891.0
P-8567,B-2250,computers,laptop accessories,computer accessories combos,2.5,3/3/2016,327.0
P-943,B-133,automotive,accessories spare parts,car interior exterior,3.9,1/12/2018,1376.0
P-7272,B-2372,clothing,women s clothing,western wear,3.2,30/12/2013,395.0
P-6563,B-3078,footwear,women s footwear,wedges,4.9,29/12/2018,850.0
P-146,B-40,jewellery,necklaces chains,necklaces,3.0,1/12/2012,853.0
P-2254,B-519,clothing,men s clothing,shirts,4.4,5/3/2016,395.0
P-3777,B-972,home furnishing,living room furnishing,diwan sets,4.4,12/6/2018,973.0
P-1952,B-419,home furnishing,bath linen,towels,5.0,20/12/2013,507.0
P-1340,B-222,furniture,living room,sofas sectionals,2.0,31/12/2012,68393.0
P-9500,B-2457,home furnishing,cushions pillows covers,cushion covers,2.0,20/12/2016,791.0
P-2835,B-734,jewellery,necklaces chains,necklaces,4.8,1/12/2019,249.0
P-10232,B-2714,mobiles accessories,mobile accessories,otg adapters,3.0,29/4/2019,196.0
P-8563,B-2250,computers,laptop accessories,computer accessories combos,4.0,3/3/2015,321.0
P-4287,B-3231,clothing,women s clothing,lingerie sleep swimwear,1.7,7/1/2020,409.0
P-10585,B-3078,clothing,men s clothing,winter seasonal wear,2.7,20/12/2012,1609.0
P-5540,B-378,clothing,women s clothing,lingerie sleep swimwear,2.6,7/1/2020,215.0
P-6667,B-2281,clothing,women s clothing,lingerie sleep swimwear,5.0,7/1/2015,296.0
P-10173,B-2698,kitchen dining,tableware cutlery,tableware,3.6,1/1/2020,797.0
P-8434,B-1936,clothing,women s clothing,lingerie sleep swimwear,4.2,7/1/2013,339.0
P-2846,B-736,mobiles accessories,tablet accessories,cases covers,4.0,1/1/2016,1350.0
P-9709,B-2527,jewellery,accessories,brooches,4.9,19/5/2016,117.0
P-6699,B-1767,home furnishing,bath linen,towels,3.5,20/12/2017,679.0
P-9983,B-2613,clothing,women s clothing,ethnic wear,4.6,3/3/2019,691.0
P-7923,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,2.1,25/3/2017,497.0
P-7811,B-2077,olvin aviator sunglasses,unknown,unknown,4.0,10/5/2014,395.0
P-8707,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,3.2,1/12/2017,218.0
P-2832,B-733,pens stationery,office supplies,key chains,2.9,20/5/2020,64.0
P-7893,B-2103,computers,laptop accessories,usb gadgets,2.2,29/12/2017,222.0
P-1193,B-2372,clothing,women s clothing,western wear,1.9,30/12/2016,494.0
P-7714,B-3078,kitchen dining,containers bottles,bottles sippers,3.9,12/12/2013,392.0
P-8452,B-2679,clothing,men s clothing,jeans,4.0,12/12/2015,896.0
P-9746,B-3078,clothing,kids clothing,girls wear,1.1,6/1/2018,353.0
P-8787,B-3078,clothing,kids clothing,boys wear,4.9,12/12/2019,917.0
P-11820,B-3176,eyewear,frames,vinson london full rim oval frame 53 mm,3.1,26/6/2020,449.0
P-6144,B-1622,baby care,baby bath skin,baby body wash,4.4,28/3/2016,1364.0
P-7188,B-1924,jewellery,bangles bracelets armlets,bracelets,4.3,4/1/2020,455.0
P-6974,B-3078,clothing,women s clothing,western wear,3.3,1/12/2012,742.0
P-3979,B-1020,jewellery,rings,unknown,1.3,1/1/2020,32641.0
P-4279,B-2201,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/2015,390.0
P-10365,B-2741,automotive,accessories spare parts,spares performance parts,3.7,12/3/2015,639.0
P-11778,B-3167,jewellery,necklaces chains,necklaces,4.2,1/12/2013,368.0
P-8225,B-2175,clothing,women s clothing,winter seasonal wear,4.2,10/5/2019,1494.0
P-5085,B-1346,mobiles accessories,tablet accessories,cases covers,2.9,1/1/2018,591.0
P-7152,B-3078,footwear,women s footwear,wedges,1.8,7/1/2020,397.0
P-5327,B-1419,jewellery,rings,unknown,3.1,1/1/2019,16775.0
P-599,B-133,automotive,accessories spare parts,car interior exterior,2.7,1/12/2012,1599.0
P-4345,B-1129,jewellery,necklaces chains,necklaces,3.3,1/12/2017,489.0
P-2383,B-3078,footwear,men s footwear,casual shoes,2.6,29/12/2019,1990.0
P-1955,B-3078,clothing,women s clothing,western wear,3.0,30/12/2017,492.0
P-962,B-133,automotive,accessories spare parts,car interior exterior,3.1,1/12/2015,1378.0
P-4474,B-1180,furniture,kitchen dining furniture,dining tables chairs sets,2.2,19/5/2018,17991.0
P-4808,B-1268,computers,network components,routers,2.1,1/12/2019,1793.0
P-11563,B-3090,home furnishing,bed linen,blankets quilts dohars,4.7,1/1/2018,749.0
P-2757,B-3078,beauty and personal care,fragrances,deodorants,2.6,1/12/2018,369.0
P-1066,B-155,bags wallets belts,luggage travel,suitcases,2.7,3/3/2014,6580.0
P-2938,B-3078,toys school supplies,school supplies,geometry pencil boxes,4.5,1/12/2015,350.0
P-8918,B-2307,jewellery,rings,unknown,1.7,1/1/2016,23465.0
P-11504,B-3078,bags wallets belts,bags,backpacks,2.0,1/1/2020,641.0
P-9833,B-3231,clothing,women s clothing,lingerie sleep swimwear,4.2,7/1/2019,346.0
P-736,B-133,automotive,accessories spare parts,car interior exterior,3.6,1/12/2019,1592.0
P-1848,B-405,jewellery,rings,unknown,4.9,1/1/2013,31828.0
P-2072,B-458,bags wallets belts,bags,hand bags,4.1,2/3/2020,448.0
P-5744,B-1517,jewellery,rings,unknown,2.9,1/1/2015,32230.0
P-4387,B-449,clothing,women s clothing,lingerie sleep swimwear,1.5,7/1/2019,272.0
P-3749,B-3078,watches,wrist watches,fighter wrist watches,1.4,12/12/2012,217.0
P-637,B-133,automotive,accessories spare parts,car interior exterior,1.5,1/12/2018,1598.0
P-9276,B-2395,jewellery,necklaces chains,necklaces,2.5,15/4/2014,594.0
P-8924,B-2307,jewellery,rings,unknown,3.3,1/1/2016,33071.0
P-4984,B-1315,jewellery,necklaces chains,necklaces,1.5,1/12/2017,395.0
P-11775,B-3078,footwear,women s footwear,casual shoes,3.1,1/12/2019,389.0
P-11219,B-2372,clothing,women s clothing,western wear,4.8,30/12/2019,473.0
P-8301,B-3078,clothing,men s clothing,winter seasonal wear,4.0,31/12/2016,794.0
P-1208,B-191,jewellery,accessories,brooches,1.9,28/2/2016,300.0
P-12402,B-3302,tools hardware,tools,gardening tools,4.7,7/1/2017,1796.0
P-3434,B-889,home decor festive needs,showpieces,exotic india showpieces,2.8,1/1/2015,899.0
P-4988,B-1315,jewellery,necklaces chains,necklaces,4.8,1/12/2014,400.0
P-1369,B-235,sports fitness,racquet sports,badminton,4.4,10/4/2017,5061.0
P-5336,B-1421,jewellery,necklaces chains,necklaces,1.7,1/12/2019,497.0
P-3017,B-773,baby care,infant wear,baby boys clothes,4.8,2/3/2020,1191.0
P-9662,B-3078,footwear,women s footwear,casual shoes,3.0,7/1/2015,547.0
P-218,B-63,automotive,accessories spare parts,helmets riding gear,1.9,24/2/2015,278.0
P-10728,B-2825,jewellery,pendants lockets,unknown,3.9,12/12/2018,1077.0
P-7875,B-3078,clothing,men s clothing,t shirts,3.1,13/12/2012,589.0
P-3386,B-879,jewellery,necklaces chains,necklaces,2.9,1/12/2013,295.0
P-743,B-133,automotive,accessories spare parts,car interior exterior,1.9,1/12/2013,1598.0
P-5838,B-2372,clothing,women s clothing,western wear,4.5,30/12/2019,482.0
P-4048,B-1048,kitchen dining,lighting,bulbs,1.3,31/12/2017,396.0
P-750,B-133,automotive,accessories spare parts,car interior exterior,3.0,1/12/2014,1591.0
P-12551,B-3350,clothing,women s clothing,western wear,2.3,27/5/2015,899.0
P-3932,B-1016,computers,laptop accessories,usb gadgets,2.2,29/12/2017,107.0
P-9454,B-2440,furniture,seating furniture,outdoor cafeteria chairs,4.8,8/5/2020,6995.0
P-4898,B-3078,bags wallets belts,bags,hand bags,2.9,1/1/2013,246.0
P-6111,B-1614,jewellery,bangles bracelets armlets,bangles,4.9,31/12/2019,656.0
P-8869,B-2291,footwear,women s footwear,ballerinas,2.7,25/6/2017,390.0
P-5788,B-3078,clothing,women s clothing,western wear,1.0,1/12/2014,690.0
P-5002,B-1317,jewellery,necklaces chains,necklaces,1.1,1/12/2019,348.0
P-12420,B-3303,jewellery,bangles bracelets armlets,bracelets,1.9,20/12/2012,5993.0
P-9079,B-2326,jewellery,rings,unknown,1.2,1/1/2014,32827.0
P-8841,B-2284,clothing,women s clothing,western wear,4.0,7/6/2013,993.0
P-8637,B-3078,kitchen dining,coffee mugs,printland coffee mugs,5.0,1/12/2013,299.0
P-6180,B-3078,footwear,women s footwear,wedges,3.5,29/12/2016,440.0
P-4758,B-1260,jewellery,necklaces chains,necklaces,4.0,1/12/2012,480.0
P-7179,B-3078,clothing,women s clothing,western wear,2.2,1/12/2018,952.0
P-9249,B-3078,clothing,women s clothing,ethnic wear,5.0,30/12/2018,826.0
P-5029,B-1326,home decor festive needs,showpieces,indigocart showpieces,3.0,1/12/2012,470.0
P-3275,B-850,mobiles accessories,tablet accessories,cases covers,4.0,1/1/2015,1495.0
P-7874,B-3078,clothing,men s clothing,t shirts,4.8,13/12/2014,391.0
P-2811,B-727,clothing,men s clothing,cargos shorts 3 4ths,2.3,27/5/2016,298.0
P-901,B-133,automotive,accessories spare parts,car interior exterior,1.9,1/12/2016,910.0
P-11097,B-378,clothing,women s clothing,lingerie sleep swimwear,2.4,7/1/2015,399.0
P-7112,B-1895,automotive,accessories spare parts,spares performance parts,3.5,31/12/2015,277.0
P-5809,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.1,1/12/2013,89.0
P-2133,B-2372,clothing,women s clothing,western wear,2.8,30/12/2019,488.0
P-10689,B-2807,jewellery,bangles bracelets armlets,bangles,3.1,30/12/2018,441.0
P-12501,B-3338,computers,computer peripherals,portable projectors,2.3,25/4/2017,3480.0
P-11901,B-3197,jewellery,necklaces chains,necklaces,2.4,1/12/2018,469.0
P-780,B-133,automotive,accessories spare parts,car interior exterior,1.0,1/12/2018,1589.0
P-11940,B-3197,jewellery,necklaces chains,necklaces,3.8,1/12/2018,297.0
P-708,B-133,automotive,accessories spare parts,car interior exterior,4.1,1/12/2013,1596.0
P-462,B-112,clothing,kids clothing,boys wear,5.0,18/6/2014,1394.0
P-10019,B-3078,clothing,women s clothing,fusion wear,2.1,30/12/2015,694.0
P-11675,B-3132,automotive,accessories spare parts,car interior exterior,3.9,25/3/2019,891.0
P-4182,B-1081,jewellery,necklaces chains,necklaces,1.4,1/12/2012,239.0
P-8397,B-3078,footwear,women s footwear,casual shoes,1.9,4/12/2019,1898.0
P-5983,B-1569,mobiles accessories,mobile accessories,mobile pouches,1.9,5/3/2014,444.0
P-5655,B-1512,mobiles accessories,tablet accessories,cases covers,3.1,1/1/2020,596.0
P-11636,B-3078,beauty and personal care,fragrances,deodorants,1.1,1/12/2012,359.0
P-1434,B-253,clothing,women s clothing,ethnic wear,2.5,3/3/2016,1685.0
P-6523,B-3078,clothing,men s clothing,t shirts,2.0,7/1/2020,444.0
P-706,B-133,automotive,accessories spare parts,car interior exterior,2.7,1/12/2015,1591.0
P-7790,B-3078,clothing,men s clothing,winter seasonal wear,2.6,7/1/2014,2312.0
P-10939,B-2895,computers,network components,routers,4.1,1/12/2013,4519.0
P-6308,B-1645,computers,laptop accessories,batteries,4.6,7/1/2014,1691.0
P-226,B-64,automotive,accessories spare parts,car interior exterior,4.3,1/12/2015,3396.0
P-5178,B-2679,clothing,men s clothing,jeans,1.7,12/12/2019,3892.0
P-3227,B-3078,clothing,women s clothing,western wear,3.2,7/1/2020,355.0
P-6183,B-3078,clothing,women s clothing,western wear,3.0,1/12/2013,830.0
P-4384,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.7,7/1/2014,108.0
P-1626,B-3078,clothing,women s clothing,western wear,4.4,6/1/2018,399.0
P-2471,B-3078,ebooks,academic texts,language learning,5.0,7/1/2015,425.0
P-6666,B-3231,clothing,women s clothing,lingerie sleep swimwear,1.3,7/1/2016,390.0
P-5379,B-1431,jewellery,rings,unknown,3.3,1/1/2020,26567.0
P-7147,B-1906,baby care,infant wear,baby girls clothes,2.2,15/4/2019,488.0
P-2512,B-615,clothing,kids clothing,girls wear,4.7,5/4/2013,318.0
P-881,B-133,automotive,accessories spare parts,car interior exterior,4.3,1/12/2012,916.0
P-5516,B-1466,jewellery,necklaces chains,necklaces,5.0,1/12/2012,191.0
P-5743,B-1517,jewellery,rings,unknown,3.4,1/1/2016,29186.0
P-6908,B-3078,watches,wrist watches,maxima wrist watches,3.7,7/1/2014,793.0
P-5799,B-1519,clothing,women s clothing,winter seasonal wear,1.2,13/6/2017,793.0
P-10513,B-3078,footwear,men s footwear,casual shoes,1.0,29/12/2017,998.0
P-1242,B-3078,beauty and personal care,body and skin care,hand care,2.0,1/12/2013,161.0
P-8112,B-3078,clothing,women s clothing,western wear,4.4,6/1/2017,497.0
P-8713,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,1.7,1/12/2012,220.0
P-4421,B-1160,home furnishing,bed linen,blankets quilts dohars,1.1,12/12/2017,1089.0
P-5015,B-1321,clothing,women s clothing,ethnic wear,3.4,16/3/2013,896.0
P-12396,B-3302,tools hardware,tools,gardening tools,3.8,7/1/2013,1792.0
P-9444,B-2435,automotive,car bike accessories,car bike styling,3.9,20/6/2017,183.0
P-1168,B-3078,beauty and personal care,fragrances,deodorants,3.0,1/12/2013,348.0
P-5947,B-2679,clothing,women s clothing,western wear,2.4,30/12/2019,291.0
P-1418,B-3078,clothing,men s clothing,ethnic wear,1.8,3/12/2015,219.0
P-1518,B-280,beauty and personal care,combos and kits,avon combos and kits,2.9,19/4/2015,295.0
P-938,B-133,automotive,accessories spare parts,car interior exterior,2.3,1/12/2015,915.0
P-8462,B-2229,bags wallets belts,luggage travel,suitcases,2.1,3/3/2017,4207.0
P-1020,B-134,jewellery,rings,unknown,2.0,7/1/2017,1838.0
P-4935,B-1303,jewellery,bangles bracelets armlets,bangles,4.7,31/12/2016,990.0
P-4519,B-3078,footwear,men s footwear,casual shoes,5.0,29/12/2017,1097.0
P-4139,B-1075,beauty and personal care,makeup,body,4.0,16/5/2013,245.0
P-5450,B-1446,jewellery,necklaces chains,chains,4.2,17/6/2015,202.0
P-8543,B-2250,computers,laptop accessories,computer accessories combos,3.3,3/3/2018,328.0
P-12153,B-3078,footwear,women s footwear,casual shoes,1.6,4/12/2018,996.0
P-1760,B-375,computers,network components,routers,1.1,1/12/2015,2493.0
P-9393,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.8,1/12/2013,190.0
P-6921,B-2372,clothing,women s clothing,western wear,4.6,30/12/2013,489.0
P-6729,B-1783,home furnishing,bed linen,blankets quilts dohars,1.3,1/1/2018,1089.0
P-4753,B-1260,jewellery,necklaces chains,necklaces,2.4,1/12/2018,475.0
P-9940,B-2604,footwear,women s footwear,wedges,4.8,21/6/2017,396.0
P-9347,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.5,1/12/2013,199.0
P-817,B-133,automotive,accessories spare parts,car interior exterior,1.5,1/12/2013,1594.0
P-5237,B-3078,clothing,women s clothing,western wear,1.5,6/1/2015,1489.0
P-9753,B-2540,clothing,women s clothing,western wear,1.1,3/3/2020,420.0
P-1649,B-338,jewellery,bangles bracelets armlets,bangles,2.7,30/12/2014,165.0
P-7403,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.1,1/12/2018,108.0
P-3531,B-3078,footwear,women s footwear,heels,2.8,31/12/2016,690.0
P-5490,B-1462,beauty and personal care,fragrances,deodorants,3.9,2/3/2017,690.0
P-3803,B-3078,watches,wrist watches,flippd wrist watches,3.6,7/1/2014,748.0
P-5329,B-1419,jewellery,rings,unknown,1.2,1/1/2019,19023.0
P-6595,B-1736,footwear,women s footwear,casual shoes,1.1,2/4/2018,896.0
P-1180,B-3078,clothing,women s clothing,ethnic wear,3.4,12/12/2015,3682.0
P-9619,B-2504,home furnishing,bed linen,blankets quilts dohars,3.2,1/1/2017,1491.0
P-7116,B-3078,footwear,women s footwear,flats,2.3,12/12/2019,1284.0
P-2212,B-3078,footwear,women s footwear,heels,3.0,31/12/2012,998.0
P-473,B-3078,beauty and personal care,fragrances,deodorants,3.5,1/12/2014,395.0
P-4442,B-1169,jewellery,necklaces chains,necklaces,1.2,1/12/2015,192.0
P-968,B-133,automotive,accessories spare parts,car interior exterior,4.4,1/12/2017,1374.0
P-8309,B-2355,furniture,pet furniture,unknown,1.3,29/12/2014,1699.0
P-11840,B-3185,home decor festive needs,wall decor clocks,paintings,3.7,31/12/2016,1542.0
P-6501,B-1704,bags wallets belts,wallets clutches,clutches,4.8,9/3/2018,274.0
P-11711,B-3144,clothing,women s clothing,western wear,3.8,11/3/2020,3492.0
P-12517,B-3342,clothing,men s clothing,trousers,3.7,26/6/2013,1099.0
P-4622,B-1223,computers,laptop accessories,usb gadgets,3.1,29/12/2012,118.0
P-6329,B-3078,clothing,women s clothing,western wear,2.6,1/12/2013,746.0
P-4861,B-1280,clothing,men s clothing,ethnic wear,1.5,20/5/2015,934.0
P-2414,B-3078,clothing,men s clothing,winter seasonal wear,4.1,20/12/2013,890.0
P-12388,B-3078,clothing,men s clothing,winter seasonal wear,1.7,29/12/2013,441.0
